name,SDx,SDy,SDz,SR,PFD_t,PFD_i,PFD_m,PFD_r,PFD_p,FA_ti,FA_im,FA_mr,FA_rp,FA_pt,FD_ti,FD_tm,FD_tr,FD_tp,FD_im,FD_ir,FD_ip,FD_mr,FD_mp,FD_rp
C14,0,0,0,40.253853,60.78821182,62.25922012,60.60499954,52.85889053,47.23351288,0.085884094,0.052045066,0.026794054,0.062346809,0.210729837,47.74798584,47.61685181,42.9870224,55.22576523,18.25139999,37.36033249,55.56532669,21.86039925,40.81268692,20.93047142
C15,0,0,0,40.253853,60.78821182,62.25922012,60.60499954,52.85889053,47.23351288,0.085884094,0.052045066,0.026794054,0.062346809,0.210729837,47.74798584,47.61685181,42.9870224,55.22576523,18.25139999,37.36033249,55.56532669,21.86039925,40.81268692,20.93047142
C16,0,0,0,40.241577,60.77388763,62.28675079,60.5970726,52.82734299,47.2198143,0.085659362,0.052271437,0.026971452,0.062430933,0.211020008,47.75105667,47.6470871,43.02864456,55.29566193,18.3072567,37.46245193,55.63184357,21.91744804,40.82264328,20.89955139
C17,0,0,0,40.241577,60.77388763,62.28675079,60.5970726,52.82734299,47.2198143,0.085659362,0.052271437,0.026971452,0.062430933,0.211020008,47.75105667,47.6470871,43.02864456,55.29566193,18.3072567,37.46245193,55.63184357,21.91744804,40.82264328,20.89955139
C18,0,0,0,40.241577,60.77388763,62.28675079,60.5970726,52.82734299,47.2198143,0.085659362,0.052271437,0.026971452,0.062430933,0.211020008,47.75105667,47.6470871,43.02864456,55.29566193,18.3072567,37.46245193,55.63184357,21.91744804,40.82264328,20.89955139
C19,0,0,0,40.241577,60.77388763,62.28675079,60.5970726,52.82734299,47.2198143,0.085659362,0.052271437,0.026971452,0.062430933,0.211020008,47.75105667,47.6470871,43.02864456,55.29566193,18.3072567,37.46245193,55.63184357,21.91744804,40.82264328,20.89955139
C20,0,0,0,40.241577,60.77388763,62.28675079,60.5970726,52.82734299,47.2198143,0.085659362,0.052271437,0.026971452,0.062430933,0.211020008,47.75105667,47.6470871,43.02864456,55.29566193,18.3072567,37.46245193,55.63184357,21.91744804,40.82264328,20.89955139
C21,0,0,0,40.241577,60.77388763,62.28675079,60.5970726,52.82734299,47.2198143,0.085659362,0.052271437,0.026971452,0.062430933,0.211020008,47.75105667,47.6470871,43.02864456,55.29566193,18.3072567,37.46245193,55.63184357,21.91744804,40.82264328,20.89955139
C22,0,0,0,40.232704,60.76725769,62.30989838,60.59263992,52.78372192,47.20014191,0.085562468,0.052503645,0.027061919,0.06247773,0.2113581,47.73587036,47.69008636,43.08017349,55.38153839,18.3614006,37.56274414,55.69482803,21.98739433,40.83860779,20.86261749
C23,0,0,0,40.232704,60.76725769,62.30989838,60.59263992,52.78372192,47.20014191,0.085562468,0.052503645,0.027061919,0.06247773,0.2113581,47.73587036,47.69008636,43.08017349,55.38153839,18.3614006,37.56274414,55.69482803,21.98739433,40.83860779,20.86261749
C24,0,0,0,40.232704,60.76725769,62.30989838,60.59263992,52.78372192,47.20014191,0.085562468,0.052503645,0.027061919,0.06247773,0.2113581,47.73587036,47.69008636,43.08017349,55.38153839,18.3614006,37.56274414,55.69482803,21.98739433,40.83860779,20.86261749
